sent_count,word_count,avg_sent_length,grade
37,634,17.1351,2.0
15,257,17.1333,1.0
10,186,18.6,1.0
27,514,19.037,1.0
17,230,13.5294,1.0
15,458,30.5333,1.0
28,592,21.1429,2.0
26,656,25.2308,2.0
29,596,20.5517,2.0
25,599,23.96,1.0
21,303,14.4286,1.0
22,452,20.5455,2.0
18,400,22.2222,1.0
20,385,19.25,2.0
30,628,20.9333,1.0
33,496,15.0303,2.0
25,494,19.76,2.0
14,454,32.4286,1.0
22,693,31.5,1.0
10,265,26.5,1.0
20,318,15.9,2.0
25,541,21.64,2.0
15,292,19.4667,1.0
22,483,21.9545,2.0
11,322,29.2727,1.0
10,286,28.6,1.0
14,450,32.1429,1.0
40,961,24.025,2.0
11,503,45.7273,1.0
28,587,20.9643,2.0
20,493,24.65,2.0
14,240,17.1429,1.0
6,120,20.0,1.0
24,600,25.0,2.0
28,369,13.1786,2.0
1,67,67.0,0.0
24,317,13.2083,2.0
39,570,14.6154,3.0
29,423,14.5862,1.0
15,332,22.1333,1.0
19,336,17.6842,1.0
31,479,15.4516,2.0
15,369,24.6,1.0
4,176,44.0,1.0
18,295,16.3889,1.0
19,361,19.0,2.0
11,184,16.7273,1.0
7,344,49.1429,1.0
14,263,18.7857,1.0
29,605,20.8621,2.0
15,344,22.9333,1.0
21,379,18.0476,2.0
40,644,16.1,2.0
15,400,26.6667,2.0
17,405,23.8235,2.0
21,476,22.6667,2.0
46,669,14.5435,2.0
22,427,19.4091,1.0
26,519,19.9615,2.0
13,344,26.4615,1.0
21,352,16.7619,2.0
22,471,21.4091,1.0
15,417,27.8,2.0
8,143,17.875,1.0
22,398,18.0909,1.0
16,327,20.4375,1.0
12,314,26.1667,1.0
20,515,25.75,2.0
20,400,20.0,1.0
28,602,21.5,2.0
13,229,17.6154,1.0
16,375,23.4375,1.0
13,201,15.4615,1.0
40,623,15.575,2.0
11,210,19.0909,1.0
18,298,16.5556,1.0
33,581,17.6061,2.0
18,421,23.3889,2.0
23,550,23.913,2.0
36,640,17.7778,2.0
19,405,21.3158,1.0
10,229,22.9,1.0
3,41,13.6667,1.0
37,565,15.2703,2.0
10,220,22.0,1.0
19,485,25.5263,1.0
11,441,40.0909,1.0
23,433,18.8261,1.0
12,198,16.5,1.0
14,317,22.6429,1.0
12,290,24.1667,2.0
12,305,25.4167,1.0
24,521,21.7083,2.0
11,255,23.1818,1.0
27,562,20.8148,2.0
5,113,22.6,0.0
45,571,12.6889,2.0
17,402,23.6471,1.0
11,221,20.0909,1.0
13,366,28.1538,2.0
6,120,20.0,1.0
28,767,27.3929,2.0
6,97,16.1667,1.0
21,328,15.619,1.0
20,362,18.1,2.0
16,420,26.25,2.0
18,408,22.6667,1.0
13,386,29.6923,2.0
7,465,66.4286,1.0
1,183,183.0,1.0
20,471,23.55,2.0
19,377,19.8421,1.0
12,205,17.0833,1.0
22,392,17.8182,2.0
11,220,20.0,1.0
21,403,19.1905,2.0
24,394,16.4167,2.0
22,416,18.9091,1.0
41,732,17.8537,2.0
1,306,306.0,1.0
18,399,22.1667,1.0
18,486,27.0,2.0
24,358,14.9167,1.0
7,425,60.7143,2.0
14,311,22.2143,1.0
30,593,19.7667,2.0
8,108,13.5,1.0
19,409,21.5263,2.0
34,588,17.2941,2.0
9,571,63.4444,2.0
19,367,19.3158,2.0
22,318,14.4545,1.0
24,631,26.2917,2.0
21,375,17.8571,2.0
18,454,25.2222,1.0
15,329,21.9333,1.0
16,459,28.6875,2.0
26,572,22.0,2.0
30,525,17.5,2.0
20,499,24.95,2.0
25,684,27.36,2.0
12,285,23.75,1.0
14,338,24.1429,2.0
14,457,32.6429,1.0
19,451,23.7368,1.0
16,275,17.1875,1.0
34,630,18.5294,2.0
18,412,22.8889,1.0
37,964,26.0541,2.0
27,461,17.0741,1.0
34,492,14.4706,2.0
22,559,25.4091,2.0
7,247,35.2857,1.0
3,385,128.3333,2.0
30,697,23.2333,2.0
49,899,18.3469,2.0
21,405,19.2857,2.0
22,391,17.7727,1.0
13,377,29.0,2.0
35,630,18.0,2.0
26,779,29.9615,1.0
20,378,18.9,1.0
13,286,22.0,1.0
21,372,17.7143,1.0
25,605,24.2,2.0
5,86,17.2,0.0
19,367,19.3158,1.0
11,340,30.9091,1.0
51,799,15.6667,1.0
28,483,17.25,1.0
13,285,21.9231,1.0
15,340,22.6667,1.0
29,461,15.8966,1.0
21,388,18.4762,2.0
22,495,22.5,2.0
15,410,27.3333,2.0
27,478,17.7037,2.0
20,388,19.4,2.0
22,439,19.9545,1.0
38,618,16.2632,2.0
19,414,21.7895,2.0
1,298,298.0,1.0
28,502,17.9286,2.0
19,356,18.7368,2.0
31,1019,32.871,1.0
11,261,23.7273,1.0
19,429,22.5789,2.0
26,423,16.2692,2.0
31,616,19.871,2.0
16,286,17.875,1.0
24,458,19.0833,1.0
3,173,57.6667,1.0
13,317,24.3846,1.0
17,271,15.9412,2.0
18,375,20.8333,1.0
15,361,24.0667,1.0
3,175,58.3333,1.0
13,255,19.6154,1.0
30,621,20.7,2.0
19,580,30.5263,1.0
29,549,18.931,1.0
14,304,21.7143,1.0
20,453,22.65,2.0
30,780,26.0,2.0
29,545,18.7931,2.0
42,786,18.7143,2.0
10,174,17.4,1.0
16,327,20.4375,1.0
13,372,28.6154,1.0
21,396,18.8571,2.0
28,614,21.9286,2.0
7,279,39.8571,1.0
13,247,19.0,1.0
6,241,40.1667,1.0
32,828,25.875,1.0
23,420,18.2609,2.0
27,642,23.7778,2.0
21,490,23.3333,2.0
45,641,14.2444,2.0
11,261,23.7273,1.0
8,152,19.0,1.0
16,350,21.875,2.0
31,482,15.5484,2.0
24,565,23.5417,2.0
20,409,20.45,2.0
13,377,29.0,2.0
12,283,23.5833,1.0
20,435,21.75,2.0
27,484,17.9259,2.0
35,668,19.0857,2.0
21,471,22.4286,2.0
23,675,29.3478,2.0
10,209,20.9,1.0
21,413,19.6667,2.0
24,349,14.5417,1.0
21,605,28.8095,2.0
14,405,28.9286,2.0
34,671,19.7353,2.0
13,367,28.2308,2.0
14,291,20.7857,1.0
13,335,25.7692,1.0
9,195,21.6667,1.0
13,270,20.7692,1.0
5,215,43.0,1.0
10,278,27.8,1.0
25,647,25.88,2.0
19,508,26.7368,2.0
20,324,16.2,2.0
11,292,26.5455,1.0
33,692,20.9697,2.0
6,184,30.6667,1.0
13,415,31.9231,1.0
10,156,15.6,1.0
19,359,18.8947,2.0
6,292,48.6667,1.0
20,454,22.7,2.0
25,532,21.28,2.0
21,548,26.0952,2.0
29,573,19.7586,2.0
18,418,23.2222,2.0
21,458,21.8095,2.0
39,796,20.4103,2.0
57,969,17.0,2.0
28,421,15.0357,2.0
14,302,21.5714,1.0
4,77,19.25,1.0
21,436,20.7619,2.0
48,693,14.4375,2.0
10,168,16.8,1.0
12,386,32.1667,1.0
31,590,19.0323,2.0
40,643,16.075,2.0
2,120,60.0,1.0
20,421,21.05,2.0
13,336,25.8462,1.0
12,370,30.8333,1.0
16,357,22.3125,1.0
28,527,18.8214,2.0
9,297,33.0,2.0
3,64,21.3333,0.0
20,485,24.25,1.0
18,390,21.6667,1.0
2,252,126.0,1.0
24,451,18.7917,2.0
21,424,20.1905,1.0
28,602,21.5,2.0
27,563,20.8519,2.0
11,342,31.0909,2.0
20,435,21.75,1.0
15,283,18.8667,1.0
23,389,16.913,1.0
24,444,18.5,2.0
31,518,16.7097,2.0
12,233,19.4167,1.0
13,194,14.9231,1.0
19,326,17.1579,1.0
35,630,18.0,2.0
27,455,16.8519,2.0
26,566,21.7692,2.0
5,342,68.4,1.0
25,424,16.96,2.0
22,418,19.0,2.0
14,430,30.7143,1.0
29,445,15.3448,1.0
9,308,34.2222,1.0
20,431,21.55,2.0
33,865,26.2121,2.0
33,539,16.3333,2.0
5,127,25.4,1.0
25,472,18.88,2.0
18,381,21.1667,1.0
12,289,24.0833,1.0
16,324,20.25,1.0
20,275,13.75,2.0
7,256,36.5714,1.0
14,319,22.7857,1.0
26,535,20.5769,2.0
27,496,18.3704,2.0
17,406,23.8824,1.0
12,275,22.9167,1.0
15,333,22.2,1.0
15,321,21.4,1.0
37,554,14.973,2.0
6,123,20.5,1.0
5,337,67.4,2.0
43,469,10.907,1.0
19,343,18.0526,1.0
13,315,24.2308,1.0
37,848,22.9189,2.0
22,456,20.7273,1.0
18,476,26.4444,2.0
27,640,23.7037,2.0
28,694,24.7857,2.0
17,332,19.5294,1.0
13,300,23.0769,1.0
16,319,19.9375,2.0
20,321,16.05,1.0
21,433,20.619,2.0
16,333,20.8125,1.0
18,343,19.0556,1.0
8,203,25.375,1.0
8,363,45.375,1.0
15,328,21.8667,1.0
6,165,27.5,1.0
23,357,15.5217,1.0
21,613,29.1905,2.0
29,500,17.2414,2.0
15,354,23.6,1.0
11,242,22.0,1.0
25,650,26.0,2.0
4,88,22.0,1.0
23,549,23.8696,2.0
24,341,14.2083,1.0
15,314,20.9333,1.0
3,238,79.3333,1.0
29,625,21.5517,2.0
16,320,20.0,2.0
23,368,16.0,2.0
19,355,18.6842,1.0
20,417,20.85,2.0
34,760,22.3529,2.0
18,341,18.9444,2.0
20,382,19.1,1.0
8,287,35.875,1.0
38,606,15.9474,2.0
41,612,14.9268,2.0
7,460,65.7143,1.0
16,275,17.1875,1.0
8,228,28.5,1.0
16,373,23.3125,2.0
45,969,21.5333,2.0
2,145,72.5,1.0
25,588,23.52,2.0
25,432,17.28,1.0
23,431,18.7391,2.0
15,209,13.9333,1.0
23,439,19.087,2.0
44,917,20.8409,2.0
15,320,21.3333,1.0
16,421,26.3125,2.0
25,434,17.36,2.0
14,319,22.7857,1.0
22,397,18.0455,1.0
19,374,19.6842,1.0
23,507,22.0435,2.0
22,500,22.7273,2.0
22,422,19.1818,2.0
30,432,14.4,1.0
9,161,17.8889,1.0
23,602,26.1739,2.0
21,432,20.5714,2.0
21,398,18.9524,1.0
22,505,22.9545,2.0
33,784,23.7576,2.0
8,144,18.0,1.0
17,312,18.3529,2.0
12,320,26.6667,1.0
20,432,21.6,2.0
17,285,16.7647,1.0
7,267,38.1429,1.0
16,474,29.625,2.0
16,283,17.6875,1.0
28,681,24.3214,2.0
23,477,20.7391,1.0
32,526,16.4375,2.0
25,441,17.64,2.0
24,419,17.4583,1.0
45,738,16.4,2.0
7,236,33.7143,1.0
20,455,22.75,1.0
1,106,106.0,1.0
25,488,19.52,2.0
13,194,14.9231,1.0
22,415,18.8636,2.0
4,134,33.5,1.0
14,414,29.5714,1.0
13,305,23.4615,2.0
12,240,20.0,1.0
36,624,17.3333,2.0
17,314,18.4706,1.0
16,342,21.375,1.0
14,342,24.4286,1.0
10,315,31.5,1.0
11,423,38.4545,1.0
27,396,14.6667,2.0
19,328,17.2632,1.0
14,170,12.1429,1.0
17,286,16.8235,2.0
43,896,20.8372,2.0
24,390,16.25,1.0
14,346,24.7143,1.0
13,313,24.0769,1.0
9,216,24.0,1.0
31,606,19.5484,2.0
15,342,22.8,2.0
33,673,20.3939,2.0
21,522,24.8571,2.0
20,304,15.2,1.0
19,395,20.7895,1.0
15,405,27.0,2.0
18,263,14.6111,1.0
24,502,20.9167,2.0
38,563,14.8158,2.0
17,417,24.5294,1.0
15,360,24.0,2.0
27,607,22.4815,2.0
10,219,21.9,1.0
9,239,26.5556,1.0
20,372,18.6,1.0
49,827,16.8776,2.0
13,213,16.3846,1.0
33,449,13.6061,1.0
22,483,21.9545,1.0
21,490,23.3333,2.0
6,96,16.0,1.0
24,546,22.75,2.0
41,785,19.1463,2.0
16,422,26.375,2.0
25,526,21.04,2.0
16,279,17.4375,1.0
15,442,29.4667,1.0
17,399,23.4706,1.0
25,319,12.76,2.0
13,363,27.9231,1.0
3,292,97.3333,1.0
12,374,31.1667,2.0
17,566,33.2941,1.0
15,371,24.7333,1.0
4,549,137.25,1.0
19,483,25.4211,1.0
17,277,16.2941,1.0
35,676,19.3143,2.0
23,421,18.3043,1.0
28,417,14.8929,2.0
21,385,18.3333,2.0
12,266,22.1667,2.0
13,277,21.3077,1.0
21,452,21.5238,2.0
25,476,19.04,1.0
16,331,20.6875,1.0
25,451,18.04,2.0
22,563,25.5909,2.0
37,995,26.8919,2.0
16,274,17.125,1.0
34,705,20.7353,2.0
26,594,22.8462,2.0
20,442,22.1,2.0
23,391,17.0,1.0
4,58,14.5,0.0
9,208,23.1111,1.0
32,391,12.2188,2.0
8,169,21.125,1.0
4,54,13.5,0.0
10,403,40.3,1.0
16,394,24.625,1.0
20,440,22.0,1.0
19,294,15.4737,2.0
27,482,17.8519,2.0
32,525,16.4062,2.0
17,449,26.4118,1.0
7,277,39.5714,1.0
22,390,17.7273,1.0
34,574,16.8824,2.0
29,449,15.4828,1.0
17,329,19.3529,2.0
33,632,19.1515,2.0
17,342,20.1176,2.0
21,479,22.8095,1.0
21,474,22.5714,2.0
16,395,24.6875,1.0
14,374,26.7143,1.0
25,555,22.2,2.0
4,59,14.75,1.0
25,505,20.2,2.0
13,344,26.4615,1.0
25,703,28.12,2.0
19,356,18.7368,2.0
31,692,22.3226,2.0
24,507,21.125,2.0
10,386,38.6,1.0
41,530,12.9268,1.0
18,393,21.8333,1.0
13,317,24.3846,1.0
13,344,26.4615,1.0
26,446,17.1538,1.0
21,395,18.8095,2.0
15,406,27.0667,1.0
34,597,17.5588,2.0
36,587,16.3056,2.0
23,650,28.2609,2.0
29,500,17.2414,1.0
26,521,20.0385,1.0
33,482,14.6061,2.0
31,545,17.5806,1.0
39,667,17.1026,2.0
22,474,21.5455,1.0
19,365,19.2105,1.0
18,369,20.5,1.0
14,339,24.2143,1.0
33,532,16.1212,1.0
20,413,20.65,2.0
35,599,17.1143,2.0
11,391,35.5455,1.0
29,464,16.0,2.0
9,406,45.1111,1.0
11,400,36.3636,1.0
27,583,21.5926,2.0
12,432,36.0,1.0
23,467,20.3043,2.0
16,395,24.6875,2.0
15,283,18.8667,1.0
30,580,19.3333,1.0
22,487,22.1364,2.0
19,468,24.6316,2.0
18,412,22.8889,1.0
13,341,26.2308,2.0
21,532,25.3333,1.0
21,290,13.8095,1.0
19,517,27.2105,2.0
13,307,23.6154,1.0
49,931,19.0,2.0
13,201,15.4615,1.0
22,493,22.4091,2.0
29,520,17.931,2.0
32,502,15.6875,2.0
39,684,17.5385,2.0
14,223,15.9286,1.0
24,510,21.25,1.0
31,601,19.3871,1.0
19,416,21.8947,2.0
33,716,21.697,2.0
44,687,15.6136,2.0
23,445,19.3478,2.0
12,270,22.5,1.0
32,753,23.5312,2.0
9,213,23.6667,1.0
13,298,22.9231,1.0
20,443,22.15,1.0
30,518,17.2667,1.0
35,711,20.3143,2.0
14,240,17.1429,1.0
17,234,13.7647,2.0
9,192,21.3333,1.0
4,56,14.0,1.0
22,405,18.4091,2.0
23,366,15.913,2.0
29,577,19.8966,2.0
28,536,19.1429,2.0
19,265,13.9474,1.0
16,254,15.875,1.0
31,713,23.0,2.0
10,516,51.6,2.0
37,723,19.5405,2.0
31,560,18.0645,2.0
13,248,19.0769,1.0
45,701,15.5778,1.0
5,252,50.4,1.0
23,431,18.7391,2.0
17,355,20.8824,2.0
26,521,20.0385,2.0
19,499,26.2632,2.0
25,529,21.16,2.0
16,239,14.9375,1.0
25,551,22.04,2.0
14,336,24.0,1.0
29,522,18.0,2.0
7,239,34.1429,1.0
16,350,21.875,2.0
21,513,24.4286,2.0
13,324,24.9231,1.0
16,462,28.875,2.0
11,436,39.6364,1.0
27,405,15.0,2.0
6,129,21.5,1.0
23,523,22.7391,2.0
16,294,18.375,1.0
25,433,17.32,1.0
1,52,52.0,1.0
2,66,33.0,0.0
41,595,14.5122,2.0
10,314,31.4,1.0
12,305,25.4167,2.0
14,372,26.5714,1.0
26,580,22.3077,2.0
39,754,19.3333,2.0
21,438,20.8571,2.0
12,364,30.3333,1.0
21,524,24.9524,2.0
23,489,21.2609,1.0
13,420,32.3077,1.0
16,456,28.5,2.0
24,522,21.75,2.0
21,405,19.2857,2.0
1,39,39.0,0.0
34,519,15.2647,2.0
39,758,19.4359,2.0
22,268,12.1818,2.0
19,541,28.4737,2.0
34,506,14.8824,1.0
23,379,16.4783,1.0
10,220,22.0,1.0
16,387,24.1875,1.0
24,535,22.2917,2.0
11,375,34.0909,1.0
26,447,17.1923,1.0
30,574,19.1333,2.0
35,632,18.0571,1.0
35,757,21.6286,2.0
19,389,20.4737,2.0
32,581,18.1562,1.0
30,540,18.0,1.0
23,365,15.8696,1.0
11,382,34.7273,1.0
35,733,20.9429,2.0
18,359,19.9444,1.0
46,824,17.913,2.0
10,218,21.8,1.0
17,269,15.8235,1.0
26,672,25.8462,2.0
16,439,27.4375,1.0
25,450,18.0,1.0
20,520,26.0,1.0
21,368,17.5238,2.0
16,281,17.5625,1.0
24,542,22.5833,2.0
16,367,22.9375,1.0
30,619,20.6333,1.0
30,409,13.6333,2.0
23,430,18.6957,2.0
28,782,27.9286,2.0
31,591,19.0645,3.0
28,527,18.8214,2.0
25,477,19.08,1.0
20,296,14.8,1.0
15,281,18.7333,1.0
23,445,19.3478,1.0
24,452,18.8333,2.0
19,381,20.0526,1.0
25,488,19.52,2.0
21,446,21.2381,2.0
17,342,20.1176,2.0
34,603,17.7353,2.0
34,685,20.1471,2.0
24,548,22.8333,2.0
21,513,24.4286,1.0
26,563,21.6538,1.0
11,238,21.6364,1.0
24,608,25.3333,2.0
28,583,20.8214,2.0
21,538,25.619,2.0
19,480,25.2632,2.0
15,460,30.6667,2.0
22,506,23.0,2.0
27,551,20.4074,2.0
23,270,11.7391,1.0
17,339,19.9412,1.0
15,372,24.8,2.0
28,560,20.0,2.0
28,521,18.6071,2.0
23,415,18.0435,1.0
13,412,31.6923,1.0
25,515,20.6,2.0
21,616,29.3333,2.0
24,642,26.75,2.0
32,754,23.5625,2.0
28,660,23.5714,1.0
19,394,20.7368,1.0
10,252,25.2,1.0
28,442,15.7857,2.0
20,309,15.45,1.0
24,602,25.0833,2.0
17,262,15.4118,2.0
19,393,20.6842,2.0
15,306,20.4,1.0
16,370,23.125,1.0
19,401,21.1053,1.0
20,453,22.65,1.0
33,738,22.3636,3.0
22,456,20.7273,2.0
9,263,29.2222,1.0
27,730,27.037,2.0
4,101,25.25,1.0
19,328,17.2632,1.0
30,476,15.8667,2.0
6,107,17.8333,1.0
17,354,20.8235,2.0
23,529,23.0,2.0
13,335,25.7692,1.0
24,264,11.0,1.0
12,268,22.3333,1.0
18,285,15.8333,1.0
7,170,24.2857,1.0
20,457,22.85,2.0
6,134,22.3333,1.0
34,619,18.2059,2.0
21,559,26.619,2.0
27,534,19.7778,2.0
29,535,18.4483,2.0
23,485,21.087,2.0
86,944,10.9767,2.0
30,505,16.8333,1.0
23,311,13.5217,1.0
34,692,20.3529,2.0
30,630,21.0,2.0
7,380,54.2857,1.0
8,161,20.125,1.0
36,903,25.0833,2.0
28,556,19.8571,2.0
22,456,20.7273,2.0
13,194,14.9231,1.0
28,684,24.4286,2.0
21,339,16.1429,2.0
14,413,29.5,1.0
27,526,19.4815,2.0
29,663,22.8621,2.0
28,444,15.8571,1.0
14,299,21.3571,2.0
26,503,19.3462,2.0
18,434,24.1111,1.0
15,302,20.1333,1.0
13,248,19.0769,1.0
7,268,38.2857,1.0
18,294,16.3333,1.0
14,416,29.7143,2.0
7,234,33.4286,1.0
9,282,31.3333,1.0
15,316,21.0667,2.0
32,541,16.9062,2.0
13,228,17.5385,1.0
17,495,29.1176,1.0
16,278,17.375,1.0
32,609,19.0312,2.0
9,197,21.8889,1.0
24,382,15.9167,1.0
41,645,15.7317,2.0
26,412,15.8462,1.0
9,234,26.0,1.0
15,309,20.6,2.0
26,537,20.6538,2.0
23,378,16.4348,1.0
23,612,26.6087,2.0
22,512,23.2727,2.0
17,364,21.4118,1.0
29,750,25.8621,2.0
16,325,20.3125,1.0
47,884,18.8085,2.0
30,608,20.2667,2.0
18,427,23.7222,2.0
21,336,16.0,1.0
19,476,25.0526,2.0
11,281,25.5455,1.0
22,427,19.4091,2.0
42,709,16.881,2.0
19,433,22.7895,1.0
34,628,18.4706,2.0
23,471,20.4783,1.0
6,303,50.5,1.0
19,404,21.2632,1.0
12,280,23.3333,1.0
27,493,18.2593,2.0
7,117,16.7143,1.0
21,380,18.0952,2.0
13,262,20.1538,1.0
22,507,23.0455,2.0
30,601,20.0333,2.0
21,446,21.2381,1.0
23,517,22.4783,1.0
23,419,18.2174,2.0
27,576,21.3333,2.0
7,146,20.8571,1.0
26,472,18.1538,2.0
30,627,20.9,2.0
25,571,22.84,2.0
14,235,16.7857,1.0
43,438,10.186,1.0
4,175,43.75,1.0
25,493,19.72,1.0
29,717,24.7241,2.0
33,564,17.0909,2.0
3,140,46.6667,1.0
9,201,22.3333,1.0
16,353,22.0625,2.0
24,396,16.5,2.0
37,511,13.8108,2.0
10,261,26.1,2.0
11,180,16.3636,1.0
82,1173,14.3049,3.0
22,400,18.1818,2.0
42,925,22.0238,2.0
21,486,23.1429,2.0
11,315,28.6364,1.0
32,790,24.6875,2.0
12,355,29.5833,1.0
19,319,16.7895,1.0
27,793,29.3704,1.0
35,691,19.7429,2.0
20,357,17.85,2.0
20,439,21.95,2.0
14,362,25.8571,2.0
30,580,19.3333,2.0
9,169,18.7778,1.0
32,641,20.0312,2.0
16,270,16.875,1.0
18,273,15.1667,1.0
14,292,20.8571,1.0
5,121,24.2,1.0
10,247,24.7,1.0
15,335,22.3333,1.0
24,428,17.8333,1.0
7,151,21.5714,1.0
39,651,16.6923,2.0
11,334,30.3636,1.0
3,303,101.0,1.0
27,475,17.5926,2.0
7,191,27.2857,1.0
31,529,17.0645,2.0
8,255,31.875,1.0
25,449,17.96,2.0
20,430,21.5,1.0
36,731,20.3056,2.0
21,358,17.0476,2.0
22,545,24.7727,2.0
4,237,59.25,0.0
43,1042,24.2326,2.0
12,247,20.5833,1.0
17,489,28.7647,1.0
26,483,18.5769,2.0
6,221,36.8333,1.0
26,446,17.1538,1.0
28,464,16.5714,1.0
34,704,20.7059,2.0
30,392,13.0667,2.0
20,443,22.15,1.0
3,214,71.3333,1.0
27,620,22.963,2.0
8,409,51.125,1.0
24,526,21.9167,2.0
9,355,39.4444,1.0
16,233,14.5625,1.0
23,441,19.1739,1.0
21,427,20.3333,2.0
20,579,28.95,2.0
13,274,21.0769,1.0
17,339,19.9412,1.0
23,442,19.2174,2.0
21,302,14.381,2.0
19,456,24.0,2.0
16,353,22.0625,2.0
15,386,25.7333,1.0
26,404,15.5385,1.0
23,550,23.913,2.0
12,250,20.8333,1.0
30,534,17.8,2.0
3,65,21.6667,1.0
21,349,16.619,1.0
19,439,23.1053,1.0
24,429,17.875,2.0
19,340,17.8947,1.0
16,426,26.625,2.0
34,644,18.9412,2.0
17,248,14.5882,1.0
10,197,19.7,1.0
25,714,28.56,2.0
23,482,20.9565,2.0
23,368,16.0,1.0
14,511,36.5,1.0
36,515,14.3056,1.0
27,404,14.963,2.0
16,321,20.0625,1.0
25,834,33.36,2.0
24,538,22.4167,1.0
24,343,14.2917,1.0
38,685,18.0263,2.0
21,415,19.7619,2.0
24,549,22.875,2.0
36,575,15.9722,1.0
23,376,16.3478,2.0
28,671,23.9643,2.0
4,73,18.25,1.0
12,198,16.5,1.0
14,242,17.2857,1.0
21,489,23.2857,2.0
15,529,35.2667,1.0
10,214,21.4,1.0
17,311,18.2941,1.0
26,345,13.2692,1.0
9,193,21.4444,1.0
28,465,16.6071,2.0
7,161,23.0,1.0
8,139,17.375,1.0
25,518,20.72,2.0
13,264,20.3077,1.0
17,363,21.3529,1.0
8,236,29.5,1.0
21,669,31.8571,1.0
14,350,25.0,2.0
16,273,17.0625,1.0
23,384,16.6957,1.0
34,675,19.8529,2.0
29,463,15.9655,1.0
12,234,19.5,1.0
42,565,13.4524,2.0
15,249,16.6,1.0
17,276,16.2353,1.0
12,175,14.5833,1.0
6,378,63.0,1.0
36,653,18.1389,2.0
16,359,22.4375,1.0
14,197,14.0714,1.0
11,264,24.0,1.0
7,246,35.1429,1.0
22,388,17.6364,2.0
5,42,8.4,0.0
34,656,19.2941,2.0
21,555,26.4286,2.0
10,276,27.6,1.0
11,191,17.3636,1.0
18,337,18.7222,1.0
21,345,16.4286,1.0
28,569,20.3214,2.0
38,725,19.0789,2.0
26,431,16.5769,2.0
1,83,83.0,1.0
22,358,16.2727,1.0
32,727,22.7188,3.0
10,126,12.6,1.0
6,207,34.5,1.0
19,459,24.1579,2.0
26,446,17.1538,1.0
4,224,56.0,1.0
42,567,13.5,2.0
9,136,15.1111,1.0
17,453,26.6471,1.0
9,213,23.6667,1.0
28,599,21.3929,2.0
23,419,18.2174,2.0
24,516,21.5,2.0
10,269,26.9,1.0
3,195,65.0,0.0
32,652,20.375,2.0
40,590,14.75,2.0
17,308,18.1176,2.0
10,331,33.1,2.0
2,54,27.0,0.0
19,497,26.1579,2.0
27,381,14.1111,1.0
15,511,34.0667,2.0
29,515,17.7586,1.0
27,694,25.7037,2.0
22,465,21.1364,1.0
28,501,17.8929,1.0
3,49,16.3333,1.0
8,170,21.25,1.0
25,458,18.32,2.0
18,388,21.5556,2.0
24,558,23.25,1.0
16,220,13.75,1.0
31,622,20.0645,2.0
17,380,22.3529,2.0
17,367,21.5882,2.0
27,424,15.7037,1.0
53,997,18.8113,2.0
32,634,19.8125,1.0
17,410,24.1176,2.0
14,280,20.0,1.0
16,295,18.4375,2.0
20,416,20.8,1.0
33,726,22.0,2.0
15,333,22.2,1.0
16,270,16.875,2.0
41,937,22.8537,2.0
6,334,55.6667,1.0
25,447,17.88,2.0
30,502,16.7333,2.0
18,342,19.0,2.0
19,442,23.2632,2.0
14,408,29.1429,1.0
15,284,18.9333,1.0
22,412,18.7273,1.0
27,677,25.0741,2.0
18,405,22.5,2.0
19,329,17.3158,2.0
22,454,20.6364,2.0
28,628,22.4286,2.0
27,454,16.8148,2.0
32,473,14.7812,1.0
42,1140,27.1429,2.0
17,344,20.2353,1.0
47,854,18.1702,2.0
33,614,18.6061,2.0
25,465,18.6,2.0
18,412,22.8889,2.0
9,283,31.4444,1.0
7,100,14.2857,1.0
27,536,19.8519,2.0
22,540,24.5455,1.0
23,474,20.6087,1.0
25,596,23.84,2.0
33,634,19.2121,2.0
43,835,19.4186,2.0
10,240,24.0,1.0
11,234,21.2727,1.0
44,819,18.6136,2.0
33,534,16.1818,1.0
16,424,26.5,2.0
22,424,19.2727,2.0
13,270,20.7692,1.0
19,416,21.8947,1.0
21,666,31.7143,2.0
25,505,20.2,2.0
16,416,26.0,1.0
21,375,17.8571,2.0
22,375,17.0455,2.0
5,258,51.6,1.0
34,582,17.1176,1.0
7,204,29.1429,1.0
32,570,17.8125,1.0
39,758,19.4359,2.0
27,433,16.037,2.0
13,254,19.5385,1.0
21,638,30.381,2.0
23,417,18.1304,1.0
20,423,21.15,2.0
2,35,17.5,0.0
31,621,20.0323,2.0
24,491,20.4583,1.0
14,317,22.6429,1.0
31,675,21.7742,2.0
24,578,24.0833,2.0
26,569,21.8846,2.0
21,361,17.1905,2.0
32,815,25.4688,2.0
20,510,25.5,2.0
5,134,26.8,1.0
18,430,23.8889,2.0
5,141,28.2,1.0
14,211,15.0714,1.0
18,352,19.5556,1.0
26,547,21.0385,2.0
16,326,20.375,1.0
52,634,12.1923,2.0
15,239,15.9333,1.0
22,364,16.5455,2.0
39,501,12.8462,2.0
8,177,22.125,1.0
13,391,30.0769,1.0
21,463,22.0476,1.0
22,494,22.4545,2.0
29,680,23.4483,2.0
18,454,25.2222,2.0
22,477,21.6818,1.0
9,162,18.0,1.0
32,513,16.0312,1.0
27,459,17.0,2.0
21,675,32.1429,1.0
20,411,20.55,2.0
29,590,20.3448,1.0
16,329,20.5625,1.0
26,469,18.0385,2.0
19,294,15.4737,1.0
